I'm interested in Internet,I'm interested in Theatre,I like Reading,I'm interested in History,I'm interested in Psychology,I'm interested in Politics,I'm interested in Mathematics,I'm interested in Physics,I'm interested in Biology,I'm interested in Chemistry,I'm interested in Geography,I'm interested in Foreign languages,I'm interested in Medicine,I'm interested in Law,I'm interested in Cars,I'm interested in Art exhibitions,I'm interested in Religion,I like Dancing,I like Playing musical instruments,I like Writing,I like Passive sport,I like Active sport,I like Gardening,I like Shopping,I'm interested in Science and technology,I have Fun with friends (Socializing),I like Adrenaline sports,I like Pets
5,5,4,5,3,2,5,1,1,1,1,4,1,1,3,3,1,2,1,2,5,5,1,5,5,5,5,5
5,,3,4,4,2,4,4,5,5,3,4,5,3,3,2,1,2,1,2,5,5,2,2,4,5,5,5
2,5,5,5,5,5,1,1,4,3,5,5,5,2,3,5,3,3,5,1,2,1,1,1,3,4,5,5
5,5,5,4,2,3,4,2,2,1,4,5,2,3,2,2,3,4,1,1,3,4,1,3,2,5,2,1
5,4,5,5,4,5,3,2,2,2,5,5,2,3,1,2,2,5,1,1,2,5,1,3,1,5,4,1
3,5,5,5,5,5,5,3,2,2,5,5,3,4,1,3,3,5,5,2,5,5,4,5,5,4,2,5
3,4,5,3,2,1,5,3,1,2,1,4,1,1,1,3,5,4,5,1,4,4,2,2,1,4,1,1
1,3,5,4,4,3,3,3,2,2,2,1,1,2,1,,5,2,2,2,1,1,3,2,1,2,1,3
4,5,4,5,5,4,2,3,4,2,3,3,3,5,3,4,4,4,3,2,4,3,,3,3,4,3,4
5,5,5,4,4,1,1,1,3,2,3,5,3,2,1,4,2,5,5,4,3,4,2,4,1,5,3,5
5,5,1,1,1,3,4,4,1,2,3,5,1,2,5,1,3,4,1,1,5,5,1,3,4,5,5,4
5,5,1,5,4,5,5,5,3,2,5,5,4,4,4,2,5,3,3,1,5,5,1,3,5,5,5,4
5,5,3,4,3,5,3,2,3,1,5,4,3,4,5,3,4,3,3,2,3,5,3,4,4,5,5,4
3,5,5,5,1,1,5,3,5,5,2,5,4,2,1,5,4,3,5,1,2,1,1,2,2,5,3,1
5,5,5,3,5,3,4,3,4,1,4,5,4,4,2,3,5,4,3,4,3,5,1,3,4,5,4,1
4,1,2,1,2,2,3,3,2,2,1,3,2,2,2,2,1,1,1,1,4,4,1,1,4,5,4,2
4,5,5,3,1,1,1,3,5,5,1,4,5,1,4,3,5,1,5,3,5,1,2,3,5,5,5,3
5,4,1,4,4,3,4,4,2,2,3,3,2,2,5,2,4,3,1,1,3,2,1,2,5,4,3,4
5,5,1,1,1,1,5,1,2,2,4,4,1,1,1,2,1,1,1,1,3,4,1,4,2,5,2,4
1,5,5,5,4,2,1,2,5,2,5,3,2,1,2,5,5,3,5,5,2,4,5,4,3,4,4,1
5,5,2,3,3,2,2,2,3,3,,2,2,2,2,4,3,4,5,5,1,4,5,4,3,5,3,5
4,5,1,4,4,1,1,1,3,2,4,5,3,4,1,3,1,1,5,3,3,3,1,3,3,4,2,4
3,4,2,4,5,2,4,3,3,2,2,2,5,3,5,5,5,5,1,3,2,5,4,5,5,5,5,1
5,5,5,2,2,1,1,1,1,1,3,4,2,2,1,5,2,2,5,2,1,2,1,5,2,5,1,1
4,4,1,3,5,1,3,1,5,4,1,5,4,4,1,3,2,5,1,1,2,3,2,5,4,5,2,1
3,5,5,4,4,4,1,1,1,1,3,5,3,1,1,2,3,4,5,1,2,1,2,2,2,5,2,5
4,4,4,3,2,4,4,3,3,2,4,5,2,2,4,3,4,3,3,2,4,4,2,2,4,5,4,2
5,5,5,3,3,3,4,4,4,,4,5,5,1,1,1,1,3,1,4,1,5,1,4,5,5,4,5
5,5,5,5,4,3,3,3,3,3,4,4,2,2,3,2,3,3,2,2,3,2,2,4,4,5,3,5
4,5,3,2,4,1,1,4,5,5,3,5,5,1,1,4,5,5,1,1,4,5,1,4,5,5,5,4
4,5,1,2,2,1,3,4,2,3,3,4,2,1,5,1,1,1,1,1,5,5,3,4,5,3,4,4
3,5,5,5,4,2,4,2,,5,4,3,5,2,4,5,5,4,5,5,3,4,5,5,5,5,5,5
3,5,5,4,3,5,3,3,2,1,4,5,3,4,1,2,4,5,1,1,1,4,1,4,2,5,3,1
5,5,2,2,2,3,3,3,1,1,2,3,1,1,5,1,1,1,1,1,5,5,1,2,5,5,5,2
4,5,4,5,3,5,3,3,2,2,5,5,4,4,5,2,3,1,3,1,5,5,1,4,4,5,5,5
3,5,5,5,2,3,1,1,3,1,,4,1,1,1,5,3,2,5,3,5,5,3,2,4,5,1,5
3,5,5,3,4,1,2,2,5,5,3,5,5,1,1,2,1,3,2,2,3,2,4,4,3,5,1,2
5,5,2,2,5,1,3,4,3,3,3,5,4,3,5,2,3,1,1,1,5,5,1,2,5,4,5,3
4,5,1,4,4,4,3,3,5,5,3,5,5,2,5,2,2,5,4,5,5,4,5,4,3,3,2,4
1,4,4,3,2,4,3,1,4,4,4,4,5,3,3,3,3,5,5,5,5,3,4,4,3,3,3,3
4,4,1,3,3,3,2,2,2,2,3,3,2,4,3,1,1,1,1,1,1,1,1,3,3,4,3,4
4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,3,1,2,3,2,3,1,2,4,3,2,1,2,3,4,4,3,2,1,2,3,5,4,2,1,2
5,5,2,3,2,4,3,1,2,2,3,3,2,2,5,2,3,1,1,1,2,1,1,1,5,5,3,1
4,5,3,3,4,3,1,1,3,1,4,4,1,2,3,2,3,4,3,2,3,3,3,5,2,5,3,4
3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,2,2,2,4,1,3,2,5,5,4
5,4,5,4,3,4,2,1,2,2,4,5,1,2,2,3,3,5,1,1,3,5,1,1,2,5,3,1
5,5,4,3,4,2,2,2,3,1,5,5,3,3,3,5,3,5,4,4,3,4,4,5,5,5,5,5
5,5,1,5,3,5,1,1,2,1,3,5,3,2,5,3,3,3,5,5,1,5,3,3,5,5,5,3
5,5,1,2,2,3,1,1,1,1,1,3,1,,5,1,1,1,1,1,4,5,1,5,1,5,5,1
5,5,3,2,3,1,2,1,1,1,1,3,1,1,3,3,1,2,2,1,5,5,1,5,1,5,3,5
5,5,5,5,5,4,2,2,3,2,2,4,2,2,2,5,4,5,1,2,4,5,5,5,4,5,2,5
4,5,3,5,4,4,4,1,2,5,4,5,3,4,4,3,2,3,2,2,3,3,1,4,3,3,3,5
2,4,5,5,5,2,1,1,5,3,1,3,3,1,1,4,1,2,1,2,1,5,5,3,1,5,4,5
5,5,5,2,5,1,3,3,5,4,3,5,5,3,3,5,1,1,2,5,3,3,4,4,5,5,3,5
5,5,,5,3,3,2,3,4,2,4,2,3,2,4,3,3,1,1,1,3,1,1,4,5,5,3,5
4,5,2,4,5,5,2,2,5,5,3,4,5,2,5,4,1,5,3,1,5,2,1,3,4,2,1,1
4,5,3,5,3,4,1,1,2,1,4,5,3,5,4,3,2,1,1,1,5,5,1,4,1,4,4,4
5,4,4,4,2,4,2,2,5,5,2,3,5,4,5,2,3,2,1,1,4,2,1,2,3,5,4,1
4,5,4,5,4,5,3,2,1,1,3,3,2,5,4,3,3,2,1,1,4,5,1,4,2,5,5,2
3,4,3,2,3,3,1,1,3,2,2,4,3,4,1,2,1,2,1,1,3,5,1,3,1,5,3,1
5,5,4,3,2,1,1,1,4,2,3,4,1,3,3,5,3,5,1,1,5,1,3,5,4,5,3,5
4,5,2,3,4,1,3,4,5,5,1,4,4,1,1,2,2,4,3,5,2,2,2,2,5,4,3,1
4,5,4,3,5,2,1,1,3,1,3,3,5,2,1,4,5,3,3,4,1,3,1,5,3,3,1,1
4,3,1,4,3,2,1,1,3,1,2,2,1,1,5,1,3,1,1,1,1,5,1,4,5,5,5,3
2,5,5,3,3,3,4,4,5,1,3,4,2,4,3,4,2,3,4,2,4,2,3,4,3,5,3,2
3,5,1,2,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,5,1,3,1,5,4,5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,2,5,3,2,2,4,1,5,5,5,5,5
3,3,1,3,4,4,4,4,2,1,3,4,3,4,4,5,3,4,4,4,4,4,5,3,5,2,5,4
5,5,1,2,2,3,2,1,1,1,1,3,2,2,5,1,1,1,1,1,3,5,1,4,1,5,5,1
5,5,3,5,4,5,2,2,2,1,5,5,4,5,4,2,3,5,4,1,5,3,1,3,4,5,1,1
5,5,5,4,2,3,4,3,3,2,3,4,3,2,3,4,2,2,3,3,3,2,4,3,4,4,3,5
4,5,3,1,1,2,4,3,5,5,4,3,5,1,1,1,4,1,1,1,2,5,1,4,4,5,3,1
3,5,1,2,1,1,1,2,1,1,3,2,1,1,5,1,1,1,1,1,5,5,1,1,5,5,5,2
4,5,3,3,3,1,1,1,4,1,5,5,1,1,2,1,1,5,2,3,4,5,2,4,3,5,3,4
5,5,2,3,3,3,1,1,2,1,2,3,1,1,3,3,2,1,4,1,,5,3,3,1,5,5,3
5,5,5,1,3,3,1,1,1,1,3,5,1,1,4,4,2,2,5,5,5,4,4,4,3,5,5,5
5,2,5,5,4,3,1,1,4,4,5,5,3,2,1,5,3,4,5,4,3,4,1,5,2,5,3,4
5,5,1,5,5,5,1,1,1,1,3,,1,3,5,1,2,4,1,1,2,,5,5,5,5,,5
5,5,2,3,3,5,1,1,1,1,4,4,1,4,5,2,1,1,1,1,4,2,2,4,3,5,3,5
5,5,1,2,2,1,1,1,1,1,4,3,1,1,3,1,1,1,1,1,5,5,1,4,3,5,5,1
4,4,1,4,3,5,1,1,1,1,3,5,1,2,5,1,2,1,1,1,1,1,1,5,5,5,5,1
3,5,5,4,4,2,1,1,3,1,3,3,3,3,2,5,3,3,5,5,4,3,2,2,4,5,4,5
3,4,5,4,5,4,2,3,4,2,4,4,4,3,2,4,3,2,3,4,3,4,3,2,5,5,3,5
5,5,1,5,1,1,1,1,1,1,5,2,1,5,5,1,1,3,1,3,5,5,5,5,3,5,2,4
5,5,1,3,1,1,1,1,1,1,3,2,1,1,5,1,2,3,1,1,5,5,1,4,4,5,2,5
5,5,5,3,4,3,3,2,3,2,2,5,3,1,5,5,4,5,3,3,3,3,2,5,3,5,4,5
4,5,3,4,5,3,4,4,5,5,2,5,5,2,5,1,5,2,3,,1,5,2,3,5,5,5,5
5,5,2,5,4,5,3,3,3,2,4,5,2,4,4,3,4,3,5,1,4,3,5,5,5,5,5,5
5,3,1,1,1,4,1,1,4,1,5,1,4,1,1,3,1,3,4,4,5,5,4,1,1,3,4,2
4,3,1,4,2,4,1,1,3,1,5,5,1,1,3,1,3,1,1,1,5,5,5,2,4,5,5,4
5,4,2,3,3,3,3,3,5,5,4,4,5,3,5,2,2,3,1,1,4,1,2,3,3,5,2,5
5,5,3,2,5,1,3,1,1,1,4,5,1,1,2,1,1,3,1,1,2,3,1,4,1,5,1,1
5,5,2,5,4,1,1,1,4,3,1,5,3,1,3,3,4,1,5,3,1,1,1,3,5,5,1,5
3,3,5,4,2,2,1,1,1,1,2,4,1,1,1,2,1,1,1,3,3,1,2,3,1,5,2,4
4,4,1,4,4,3,1,1,1,1,3,3,1,2,2,2,1,1,4,5,3,3,1,4,3,5,5,1
3,5,5,5,1,1,1,1,1,1,3,5,1,1,1,2,1,1,3,1,2,1,1,1,1,5,1,5
4,5,3,2,2,1,2,1,2,1,2,3,1,1,1,4,1,1,5,1,3,1,3,3,3,4,1,5
3,5,4,4,3,1,1,1,4,1,4,5,3,1,1,5,3,2,5,2,5,2,2,4,2,5,3,1
4,4,5,2,3,2,1,1,2,1,3,4,3,2,1,5,1,2,3,1,3,1,1,5,1,5,1,2
5,5,3,2,1,4,3,2,2,2,2,4,2,2,3,2,4,1,1,2,3,4,1,1,2,4,2,2
5,5,5,3,4,5,2,1,3,1,4,5,3,5,1,4,5,5,2,1,2,4,1,2,4,4,1,2
5,5,5,4,4,1,5,4,5,5,,5,5,5,1,3,3,5,5,2,2,5,2,3,4,5,5,5
5,5,3,4,3,3,3,2,3,3,3,5,3,5,5,5,4,3,2,2,4,1,2,4,4,5,4,3
2,3,5,3,3,3,1,2,4,3,5,5,4,1,1,5,4,1,2,3,2,1,5,5,1,5,1,2
5,5,5,3,5,5,2,4,2,2,2,4,2,4,1,4,1,1,2,1,4,3,1,3,3,5,1,1
3,5,3,2,2,3,1,2,4,2,3,5,4,3,4,3,2,1,1,1,3,5,2,3,4,4,2,3
5,5,2,4,1,1,4,4,1,1,4,3,1,1,3,1,1,2,1,1,5,5,1,1,3,5,1,1
4,5,4,2,3,4,1,1,3,3,4,4,2,2,5,1,1,1,5,2,5,5,1,4,5,4,4,4
4,4,5,3,2,4,4,5,,5,5,5,5,1,1,4,4,5,5,1,3,5,2,1,5,5,3,3
5,5,2,2,1,1,1,1,3,1,3,3,1,4,2,3,1,5,2,1,5,4,1,3,2,5,3,5
5,5,2,2,3,3,1,1,2,1,2,4,3,5,3,2,1,3,1,1,1,4,1,5,2,5,2,5
5,4,3,1,4,3,3,2,2,2,3,2,2,2,3,1,1,3,3,3,4,3,2,4,3,4,3,3
4,3,3,3,1,1,1,1,2,2,2,5,2,2,3,1,1,5,5,5,5,5,1,1,1,5,4,1
3,5,5,5,2,3,2,2,1,1,2,3,1,1,2,1,1,2,2,1,5,3,2,4,5,5,2,4
5,5,5,5,3,5,1,1,1,1,5,5,4,5,5,3,5,4,1,2,5,5,3,5,5,5,5,5
5,5,5,5,4,5,5,5,2,1,1,5,3,3,4,5,5,4,4,5,5,5,5,3,4,4,4,4
3,5,5,5,3,3,2,1,1,3,4,5,1,3,3,3,1,2,1,3,2,3,1,4,1,5,2,4
5,5,3,2,1,1,2,2,1,1,2,5,2,1,3,2,2,5,2,1,2,2,2,5,2,5,2,5
3,5,5,3,4,1,1,1,2,1,2,,1,1,1,5,3,4,1,3,1,3,2,4,1,5,3,5
5,3,1,1,5,2,1,2,2,2,2,3,1,2,1,2,1,2,2,1,5,1,2,4,3,5,4,2
5,5,4,1,2,3,5,4,2,1,3,2,3,1,1,4,3,3,4,4,4,5,3,3,1,5,2,4
4,5,5,2,3,1,1,1,5,4,4,5,4,3,2,1,4,1,1,1,4,1,1,5,3,4,1,5
5,5,1,4,5,4,5,2,3,1,5,4,4,3,5,5,3,3,2,1,,5,1,4,3,5,5,3
4,5,1,4,4,1,3,1,3,2,5,4,2,4,5,2,2,2,1,1,5,5,2,4,3,5,4,5
4,5,4,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,4,5,3,4,4,3,5,3,5
4,4,3,2,1,2,3,3,2,1,2,3,1,1,4,3,1,2,1,1,5,4,1,4,4,5,3,3
5,5,2,4,4,3,4,4,4,2,3,3,2,3,5,3,3,2,1,1,4,4,3,3,5,5,4,3
5,5,3,4,2,3,4,1,2,4,4,5,2,3,1,3,1,1,2,1,5,4,2,5,3,5,2,5
5,5,4,2,3,1,1,1,1,1,2,4,1,1,2,1,1,3,3,2,2,1,1,4,5,5,2,5
4,5,5,5,3,3,2,1,2,1,3,5,2,3,4,1,1,2,5,2,5,3,1,2,3,5,5,1
5,5,2,3,1,4,2,1,2,1,5,4,1,2,5,2,1,2,1,1,5,2,1,3,4,5,3,5
5,5,3,3,5,4,1,3,3,1,3,4,2,4,5,3,3,1,1,1,3,1,1,2,5,5,4,4
4,5,4,4,2,4,2,1,2,2,2,5,3,3,3,4,1,3,1,2,4,1,1,4,4,5,5,5
5,5,2,3,2,4,4,2,2,,4,5,1,3,5,2,1,3,1,1,1,5,1,5,5,5,4,5
4,5,4,3,4,1,1,1,1,1,1,4,1,1,3,1,2,3,3,2,1,1,1,4,4,5,1,5
4,5,4,4,4,2,3,1,1,1,3,4,3,3,3,2,1,2,1,1,5,5,1,2,4,5,2,3
4,5,2,2,2,3,3,2,2,1,3,3,3,2,3,3,2,3,1,4,2,3,2,4,3,4,2,3
5,3,5,5,4,3,2,3,4,4,4,4,5,3,2,3,4,1,1,1,3,5,1,1,4,2,2,3
5,5,3,4,5,4,3,3,4,2,4,3,4,2,4,1,1,1,1,1,4,1,2,3,5,3,1,5
4,4,4,2,1,3,2,2,1,2,5,4,2,1,3,2,1,3,2,4,4,5,2,3,2,4,3,4
4,5,4,5,5,1,1,1,4,2,4,5,4,1,1,2,1,3,3,1,2,4,1,5,5,5,4,5
3,5,4,2,2,3,3,2,2,2,3,4,2,5,2,3,2,2,1,1,2,2,3,4,2,4,2,2
5,5,3,5,4,4,5,5,3,5,5,4,4,5,5,5,3,1,1,1,3,1,2,5,5,5,5,5
4,5,2,2,3,1,1,4,5,5,1,2,5,1,5,3,3,1,5,1,4,4,1,3,5,5,2,2
4,5,2,3,4,2,2,1,2,1,3,4,2,1,4,3,1,2,1,1,5,5,1,3,3,5,3,2
4,5,1,3,3,2,1,1,3,2,2,3,2,3,2,1,1,1,1,1,5,5,1,5,2,5,5,4
5,5,1,1,4,1,1,1,2,1,2,1,5,1,5,3,1,2,1,1,1,5,3,3,4,5,5,5
5,5,1,2,2,4,5,4,5,5,2,3,5,1,5,3,1,3,5,1,5,5,1,3,4,5,5,4
4,5,5,4,5,5,3,1,2,1,5,5,3,3,4,3,5,5,5,3,5,5,1,1,3,5,2,2
4,5,3,2,4,4,4,2,4,4,4,4,5,5,4,5,4,2,4,3,4,5,1,2,4,5,5,4
2,5,4,2,2,3,4,5,2,2,3,3,2,4,5,2,2,2,2,1,5,5,1,3,4,5,4,5
4,5,1,3,3,2,1,1,2,2,2,3,2,4,3,1,2,1,1,1,5,5,1,5,2,5,4,4
4,5,5,5,4,2,1,1,4,1,4,5,4,1,2,4,1,2,5,1,3,3,1,5,5,5,4,5
4,5,4,3,3,1,1,1,5,5,3,4,4,1,1,3,2,1,3,3,5,4,,4,1,5,2,1
5,5,5,4,4,3,1,1,2,1,2,5,2,4,1,2,1,2,1,1,3,1,2,2,2,5,3,1
5,5,5,3,2,1,4,2,1,1,3,5,1,1,5,5,1,3,1,1,5,3,1,5,1,5,1,5
3,4,4,3,2,2,2,1,4,3,2,4,5,5,4,2,3,1,1,1,3,1,5,4,4,5,2,5
5,5,1,1,1,4,4,4,1,1,4,4,1,2,5,1,3,1,4,1,1,4,1,1,5,5,5,1
3,2,3,2,3,2,3,1,3,2,4,3,4,2,3,3,3,3,2,3,3,3,2,2,3,4,2,3
5,5,5,4,5,3,1,1,5,5,3,4,5,3,1,3,2,5,1,1,5,4,2,4,2,5,5,5
5,5,5,5,3,1,1,1,3,1,5,5,4,2,4,4,2,4,5,5,1,3,5,2,4,5,5,1
5,5,1,1,1,1,4,4,2,1,5,3,1,4,5,1,1,1,2,1,5,5,1,4,5,5,5,3
4,5,2,4,3,3,2,1,3,2,3,3,2,2,4,3,2,3,1,1,2,4,2,3,3,5,4,4
4,5,1,3,2,3,4,4,1,2,3,4,1,1,5,2,1,3,2,1,4,3,1,2,4,4,4,2
3,2,2,2,2,3,3,2,2,3,2,4,3,2,3,2,3,2,2,2,3,4,2,2,3,4,2,2
5,5,2,2,3,1,1,1,2,2,5,3,1,1,1,4,1,5,1,2,4,5,2,5,4,5,5,4
2,4,1,2,2,2,1,2,2,2,4,3,2,1,2,2,1,1,1,1,5,5,2,2,2,4,4,4
5,5,5,4,2,4,1,1,1,1,4,4,1,2,2,4,1,1,2,4,3,2,1,2,4,5,4,3
3,4,2,2,3,2,4,2,1,1,2,3,2,4,3,2,3,3,4,3,2,3,2,2,4,4,3,3
4,5,4,4,4,4,1,1,4,1,3,3,2,1,1,5,3,3,1,1,3,3,4,3,3,4,1,3
5,3,1,4,4,4,3,3,1,1,4,3,1,4,4,1,3,1,1,3,3,3,3,2,5,5,5,5
4,4,4,2,3,5,2,1,1,1,2,4,2,5,2,2,4,1,1,1,4,5,2,3,3,3,2,3
4,5,2,4,2,5,1,1,1,1,3,2,1,3,1,2,2,1,1,1,3,1,1,2,1,4,2,5
4,5,4,4,4,1,3,3,2,2,3,1,2,4,1,1,3,1,1,1,5,5,1,3,2,4,4,3
5,3,3,5,1,3,5,3,3,5,5,4,3,1,3,2,1,2,5,3,5,2,3,1,5,5,3,3
4,5,2,3,3,3,2,2,2,2,4,5,2,2,3,5,3,4,1,1,2,4,2,3,3,4,5,1
5,5,3,5,2,4,1,1,1,1,4,5,3,5,5,3,2,1,1,1,5,5,1,5,5,5,5,2
5,5,1,5,2,4,1,1,1,1,3,5,1,2,1,2,2,3,1,1,4,1,5,2,3,5,1,1
5,4,3,2,2,2,2,1,1,1,1,3,1,1,1,4,3,2,1,2,3,3,1,4,2,4,1,2
4,5,4,2,2,3,2,4,2,3,3,3,2,2,3,2,4,3,4,3,3,4,2,4,3,5,3,2
5,3,2,3,4,3,2,2,2,1,2,5,4,4,3,3,5,2,4,4,4,4,4,4,4,4,4,3
5,5,5,5,3,4,4,2,2,1,3,5,3,4,4,5,2,1,4,1,5,2,5,5,3,5,1,1
3,4,5,5,4,3,5,,2,5,3,3,1,4,4,2,1,1,2,5,2,5,1,3,3,4,5,5
3,4,4,4,2,2,3,2,3,3,2,3,3,2,4,2,3,2,3,2,4,4,2,3,4,2,3,4
3,5,5,4,4,3,3,1,3,2,3,5,2,1,1,5,3,4,4,3,1,4,3,2,3,4,4,2
3,5,5,5,4,4,3,2,2,3,5,5,3,4,2,4,4,5,2,5,3,4,5,4,3,4,4,3
5,5,4,1,2,2,2,1,2,2,3,4,1,2,3,3,3,1,1,1,3,1,1,4,2,5,1,5
5,5,4,4,2,5,1,1,1,1,3,2,1,4,4,2,1,1,1,1,3,2,1,1,3,3,1,4
5,5,1,3,2,3,3,2,2,2,3,4,1,1,4,3,1,1,1,1,3,4,1,3,3,4,2,3
4,5,4,5,4,3,2,2,3,3,3,3,1,2,1,5,3,2,1,1,3,3,1,3,3,5,3,4
2,5,5,5,5,3,2,1,1,5,2,4,2,5,1,5,2,5,5,4,5,5,3,5,1,5,3,1
3,3,4,3,5,2,1,1,2,,1,3,1,1,1,2,2,1,1,1,1,1,1,3,1,5,1,1
5,4,2,2,2,2,3,3,2,1,3,2,3,2,4,3,2,2,4,3,4,5,1,3,2,5,3,4
5,5,2,2,5,5,3,4,5,2,5,5,3,4,5,2,1,1,1,1,5,1,1,5,5,5,5,5
5,5,5,3,2,2,1,2,4,2,2,5,3,1,1,5,1,3,3,2,1,2,3,4,3,5,1,3
3,5,1,3,4,2,1,1,4,2,3,5,2,1,2,5,1,2,1,1,2,5,1,4,3,5,2,5
3,5,5,3,4,1,1,1,2,1,1,4,2,1,2,,1,5,2,,5,4,3,5,2,5,1,5
5,5,2,2,1,3,3,1,1,1,2,3,1,1,5,2,3,1,1,1,4,4,1,2,5,4,2,1
4,5,1,1,5,1,1,1,5,2,5,4,3,2,5,3,3,4,1,1,3,5,2,4,2,4,1,5
4,5,4,3,2,2,1,1,5,5,2,4,3,2,1,3,2,2,3,1,3,1,2,4,2,5,1,5
3,3,,4,3,3,3,3,2,3,5,1,3,4,1,4,2,4,4,4,2,4,3,4,4,,3,3
5,5,1,3,2,2,1,2,2,1,3,3,3,2,4,3,3,2,4,1,3,1,1,5,3,5,2,1
4,5,2,1,2,3,2,1,2,2,3,4,2,2,3,3,1,1,1,1,4,5,1,2,3,4,2,3
5,5,2,1,1,2,3,1,4,5,1,3,3,2,3,3,1,3,1,1,5,3,4,4,3,5,3,2
4,5,4,4,1,4,2,1,2,2,4,4,3,3,1,2,2,2,4,2,4,2,3,5,5,5,3,5
5,5,4,2,5,2,2,2,2,2,2,5,2,2,3,2,1,1,1,1,1,2,1,1,2,5,1,4
5,5,5,3,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,,3,1,5,1,5,1,5
3,4,1,2,2,1,2,1,1,3,2,4,2,1,2,2,2,3,3,2,3,3,2,4,3,4,2,2
5,5,5,3,5,1,5,4,4,2,5,4,3,2,3,3,3,2,5,1,5,2,1,3,3,5,4,5
4,5,5,4,4,3,5,3,4,3,5,5,2,1,1,5,4,1,1,1,3,1,1,5,4,3,1,5
4,5,,2,5,2,3,4,5,2,5,5,2,1,1,4,1,3,3,1,4,4,1,2,3,4,4,4
5,,2,4,3,2,3,3,2,1,1,3,1,1,1,2,4,1,5,1,5,1,1,3,2,5,3,4
5,5,5,2,4,5,2,1,2,1,2,5,3,2,1,5,3,1,5,3,4,2,2,5,3,5,2,2
5,5,3,4,3,4,1,1,1,2,5,5,1,2,1,1,2,1,1,3,4,5,2,4,1,4,5,5
4,5,4,3,2,3,4,3,3,1,3,3,2,5,5,2,2,2,1,1,4,2,1,5,2,5,4,5
3,5,3,4,2,3,2,3,3,1,5,2,3,2,4,3,1,2,2,2,4,5,2,5,4,5,3,5
5,3,1,4,2,3,5,5,1,1,1,4,1,3,3,1,2,1,1,1,5,3,3,1,5,5,5,5
5,5,3,3,2,1,1,1,2,2,2,5,3,3,5,2,1,1,5,1,,3,1,2,5,5,1,1
3,4,2,2,1,1,1,1,2,2,2,3,2,2,1,3,1,3,4,2,3,3,2,4,2,5,1,3
3,5,4,4,2,2,5,4,5,5,3,4,5,1,2,3,1,5,1,1,1,4,2,4,4,5,5,5
3,5,1,1,3,1,2,1,1,2,1,3,1,1,4,2,1,1,2,3,3,3,1,1,1,5,4,5
5,5,2,4,1,3,1,1,2,3,2,3,1,3,3,1,2,1,5,1,3,3,1,3,5,3,4,5
5,5,1,1,1,2,3,4,1,1,3,2,1,2,5,1,1,1,1,1,5,5,1,1,5,5,5,1
4,4,2,3,2,3,5,4,3,2,1,5,1,1,3,1,1,2,5,4,3,2,1,3,4,5,1,2
3,5,4,4,4,3,3,2,5,5,3,5,5,3,3,1,1,5,3,2,1,4,3,4,4,4,4,4
5,4,3,2,5,1,4,1,4,1,2,4,3,3,2,3,3,5,5,3,2,4,1,4,,5,3,4
3,4,2,5,5,1,5,4,5,5,3,1,2,4,1,2,1,4,1,3,1,5,1,4,5,5,3,5
4,5,3,3,2,2,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,4
4,4,1,3,3,3,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,1,2,4,4,1,1
2,4,3,3,4,2,1,1,4,4,4,5,5,1,2,2,3,5,4,1,5,2,3,5,2,5,2,5
5,4,1,4,4,2,3,1,2,2,2,4,3,1,1,1,1,1,1,1,3,3,1,2,2,4,2,4
5,5,5,5,3,3,3,3,2,3,3,5,2,4,3,4,3,3,1,1,3,4,1,2,2,5,1,1
5,5,3,5,5,5,5,3,5,4,5,3,5,4,4,2,5,2,1,1,5,5,5,4,5,5,3,5
3,3,5,5,3,1,3,4,3,2,4,5,3,1,3,3,2,1,2,4,2,1,2,3,1,4,1,1
5,5,1,5,5,5,1,4,3,2,3,2,2,3,5,2,5,1,1,1,3,3,1,2,5,5,4,3
4,3,3,3,4,2,2,2,3,3,3,4,3,3,3,3,3,2,4,2,2,5,3,2,4,4,5,4
5,5,5,5,5,1,1,3,3,1,5,5,1,2,2,3,1,4,2,5,3,5,2,5,3,5,3,1
1,5,5,5,5,5,1,1,4,1,4,5,5,5,1,5,1,5,5,5,1,5,2,5,1,5,5,5
4,5,5,5,2,3,5,5,4,3,4,3,3,2,4,5,2,2,4,1,5,4,2,2,5,5,2,4
5,5,1,2,1,1,5,4,2,1,2,2,2,1,3,1,1,2,1,1,5,4,2,2,5,5,3,4
5,5,4,3,3,1,3,1,1,1,1,4,1,2,2,1,1,5,1,1,3,2,1,2,1,5,3,1
5,5,4,2,3,2,4,4,1,1,1,5,1,1,5,4,1,1,5,1,2,1,1,5,5,5,1,3
4,4,4,3,2,3,3,3,2,2,4,5,2,2,4,3,2,1,1,1,4,4,1,3,4,4,4,3
4,5,5,3,4,2,3,3,5,5,3,5,5,3,3,4,1,2,2,4,5,3,2,5,5,5,2,5
